;Unnamed: 0;0TextId;year;author-gender;verbs;innerVerbs;sehen:perception;wollen:volition;müssen:moral;wissen:cognition;sollen:moral;mögen:affect;meinen:cognition;hören:perception;denken:cognition;lieben:affect;fühlen:affect;verstehen:cognition;erkennen:cognition;vergessen:cognition;brauchen:volition;vermögen:volition;blicken:perception;bemerken:perception
740;740;k00200001974;1860;m;3312;222;64;18;1;51;3;9;3;41;14;3;7;6;6;4;6;2;26;7
741;741;k00100000199;1796;m;7783;526;200;23;3;72;4;8;26;38;90;48;16;7;8;16;29;3;38;14
742;742;k00100000198;1795;m;25565;1868;739;90;2;246;9;27;52;179;258;230;66;34;14;57;64;16;104;31
743;743;k00100000167;1826;m;4899;474;198;3;0;67;0;13;6;37;57;46;37;16;14;13;8;2;21;16
744;744;k00100000173;1914;f;7481;592;214;16;0;107;0;31;18;103;66;8;27;18;21;13;16;7;22;10
745;745;k00200001587;1788;f;13027;1025;289;23;0;132;7;20;7;158;157;62;123;30;70;38;12;12;35;17
746;746;k00100000359;1823;f;14153;1171;379;23;1;203;1;73;24;163;117;65;111;38;38;43;20;33;40;30
747;747;k00200002703;1898;m;4531;365;167;6;1;27;1;2;19;47;41;26;9;12;11;7;15;1;23;6
748;748;k00100000365;1861;m;19903;1740;502;77;2;382;12;47;67;190;174;142;106;42;37;47;35;12;77;37
749;749;k00100000417;1799;m;20556;1642;660;59;2;358;30;15;30;208;112;116;47;39;41;31;33;6;85;37
750;750;k00200000882;1870;m;28908;2617;925;49;0;381;3;69;99;305;279;76;149;162;92;72;91;33;192;117
751;751;k00100000371;1906;m;5655;456;125;15;3;95;0;34;34;42;23;65;18;11;10;14;21;9;14;12
752;752;k00200002850;1912;m;8017;771;268;13;0;150;0;12;51;147;77;7;38;14;21;28;32;1;17;15
753;753;k00200002844;1869;m;9470;802;296;33;0;153;4;34;51;95;87;26;31;22;22;13;23;10;10;5
754;754;k00200001418;1885;m;17340;1803;424;28;2;337;4;26;137;251;226;48;53;91;47;16;74;17;133;119
755;755;k00100000239;1784;f;10103;876;296;25;2;122;2;24;7;125;102;76;87;24;14;27;41;21;12;19
756;756;k00100000211;1886;m;12421;996;319;42;0;199;3;37;39;128;109;24;40;35;29;30;45;21;50;36
757;757;k00200001424;1874;m;20938;1168;370;59;0;174;0;21;21;206;127;48;39;54;71;47;18;13;200;39
758;758;k00200001342;1838;m;3679;248;109;2;0;31;1;2;14;35;6;27;6;1;7;10;6;2;6;6
759;759;k00200001356;1909;m;4322;411;211;9;2;51;2;9;19;62;60;12;9;6;1;10;9;0;4;7
760;760;k00100000205;1809;m;8679;574;216;28;0;104;7;4;19;92;90;28;10;19;9;26;24;3;27;13
761;761;k00200001430;1905;m;10135;994;306;30;0;200;1;23;23;106;126;106;62;66;22;38;31;13;8;7
762;762;k00200002313;1887;m;8621;859;247;12;0;138;0;23;19;132;125;98;52;36;31;15;19;15;43;10
763;763;k00200000510;1860;m;19666;2261;713;32;0;358;11;93;84;313;215;32;142;107;70;39;42;73;225;33
764;764;k00200002461;1812;m;15411;737;342;9;1;67;7;33;36;60;102;8;11;27;42;7;46;14;42;101
765;765;k00200001140;1889;m;4583;407;93;7;0;90;1;11;18;62;44;6;50;33;9;10;15;10;26;4
766;766;k00200002449;1895;m;1650;101;27;8;0;22;3;5;5;17;5;3;4;3;0;3;0;1;10;3
767;767;k00200001626;1915;m;10934;1006;350;22;1;189;1;13;40;136;155;26;42;56;22;31;26;2;8;30
768;768;k00100000013;1840;f;18715;1514;343;150;1;307;51;27;77;175;208;65;103;72;47;40;29;20;7;6
769;769;k00200000538;1904;m;7153;524;138;10;0;96;2;8;60;66;54;17;18;24;29;11;41;5;19;21
770;770;k00100000007;1815;m;3910;289;106;7;0;44;0;15;8;36;23;18;27;11;4;9;4;13;23;3
771;771;k00200002311;1909;m;11139;1157;329;22;0;216;7;25;28;204;104;116;75;54;55;19;31;15;24;15
772;772;k00200000506;1889;m;15326;881;159;30;2;180;12;30;30;105;78;121;82;42;42;36;17;14;53;30
773;773;k00200001618;1895;m;8513;747;181;15;0;84;0;47;104;92;50;18;53;56;40;4;15;17;57;28
774;774;k00200002463;1880;f;18977;962;484;18;0;112;3;32;54;125;89;4;33;33;49;24;37;11;23;35
775;775;k00100000039;1897;m;6687;502;145;16;0;86;1;2;14;49;68;41;60;32;13;11;23;2;5;19
776;776;k00200001426;1885;m;19592;1277;419;24;0;158;2;66;11;224;76;60;64;71;72;55;19;30;140;81
777;777;k00100000213;1907;m;4255;431;159;10;0;69;0;6;42;61;55;17;22;10;2;6;10;1;1;14
778;778;k00200000704;1876;m;13460;1056;370;28;0;155;18;55;39;161;158;8;52;24;74;28;28;53;26;2
779;779;k00200002661;1899;m;12902;808;295;34;4;48;1;12;30;105;134;35;55;45;15;8;34;1;33;20
780;780;k00200002852;1907;m;4856;387;119;9;0;110;0;17;11;63;40;11;20;10;3;18;12;7;0;20
781;781;k00200000937;1826;m;9841;956;412;22;0;200;0;17;32;96;160;59;35;27;13;15;7;1;9;16
782;782;k00200001397;1882;m;13735;1104;279;21;1;227;3;34;26;167;87;61;69;61;38;43;60;12;90;47
783;783;k00200000089;1882;m;17692;1109;364;40;1;190;8;36;26;142;119;67;73;49;32;30;25;22;70;11
784;784;k00200002846;1864;m;6326;559;184;18;2;106;4;21;35;66;49;35;28;10;31;26;6;2;6;14
785;785;k00100000367;1897;m;6613;590;152;13;0;116;1;17;26;73;66;37;32;31;11;17;31;0;29;16
786;786;k00100000373;1880;f;6609;540;255;14;0;110;2;9;25;87;53;1;6;24;6;19;11;1;17;22
787;787;k00200002729;1888;m;12221;829;235;20;0;145;1;21;25;105;100;31;62;36;51;32;10;8;80;49
788;788;k00100000415;1879;m;9183;787;270;24;5;123;5;21;66;97;89;15;36;52;44;25;29;11;8;18
789;789;k00200000670;1808;m;9479;674;142;30;0;113;13;10;40;120;67;33;44;27;30;19;18;4;41;29
790;790;k00200002073;1909;m;7596;570;193;7;0;106;1;31;42;53;97;33;22;23;23;19;39;2;5;6
791;791;k00100000429;1780;m;32604;1956;392;81;2;439;25;65;29;263;259;264;130;46;64;70;86;32;100;16
792;792;k00200001591;1894;m;6850;439;130;12;0;61;7;16;40;55;52;1;23;13;10;12;16;13;30;24
793;793;k00200002098;1884;m;16912;1684;414;58;3;353;4;68;80;224;180;153;36;92;21;38;67;12;93;28
794;794;k00200001585;1788;f;9786;859;267;30;1;149;3;17;9;126;103;55;79;23;56;20;11;8;52;14
795;795;k00100000398;1798;m;13543;1129;301;35;2;155;4;12;30;172;125;92;142;30;35;51;16;3;25;41
796;796;k00200001750;1902;f;4368;458;181;14;0;80;0;2;45;35;64;14;13;18;7;15;21;0;5;3
797;797;k00100000165;1825;m;11405;989;378;17;0;164;4;33;32;153;126;48;38;41;18;17;15;2;23;44
798;798;k00200001022;1904;m;9384;698;231;13;1;122;6;16;21;108;71;36;48;29;30;8;20;9;32;11
799;799;k00100000171;1846;m;9640;718;233;20;3;144;11;17;11;89;49;37;28;40;31;14;37;16;15;29
800;800;k00200002503;1822;m;8918;662;184;19;2;130;3;24;27;104;62;26;36;36;32;19;2;4;39;19
801;801;k00200001793;1916;m;9899;780;234;15;1;137;2;41;143;96;41;7;16;34;10;21;49;20;20;6
802;802;k00100000164;1771;m;6645;327;222;3;0;30;1;7;0;41;9;48;34;2;12;4;10;6;2;3
803;803;k00200001751;1903;f;4395;390;142;21;1;65;4;2;41;53;48;15;6;14;1;9;14;0;5;6
804;804;k00100000399;1836;m;15262;1125;378;21;2;188;0;34;41;149;99;69;95;76;40;45;31;10;18;49
805;805;k00200001590;1890;m;8328;578;175;14;0;66;5;31;50;74;59;4;23;11;33;21;13;28;50;38
806;806;k00200002072;1866;m;6750;520;147;11;0;107;2;10;54;82;71;18;19;23;7;4;34;2;8;6
807;807;k00200002714;1900;m;4999;406;120;5;0;59;0;2;37;56;44;25;24;14;11;15;21;0;28;7
808;808;k00100000428;1776;m;11725;521;124;19;2;103;4;18;3;66;87;32;44;10;21;13;39;11;32;12
809;809;k00200000117;1896;m;5858;482;188;20;1;95;4;5;26;51;59;29;31;16;8;11;15;5;8;13
810;810;k00200000881;1857;m;12056;1185;364;16;1;206;0;20;52;125;113;44;64;64;17;23;37;6;139;75
811;811;k00100000372;1907;m;3272;203;68;7;0;37;0;9;28;35;11;2;0;15;1;0;11;4;10;9
812;812;k00100000414;1879;m;10088;841;313;8;1;165;4;28;48;107;82;21;26;25;38;25;27;10;16;47
813;813;k00200001221;1904;m;28142;1993;698;36;0;359;8;17;143;276;145;59;70;105;85;15;132;7;110;63
814;814;k00100000400;1840;m;12362;822;253;27;0;161;3;20;23;106;70;40;63;28;41;44;23;11;26;26
815;815;k00100000366;1869;m;32013;3286;1013;113;8;775;4;142;134;395;260;138;125;100;62;51;135;22;222;60
816;816;k00200000922;1913;m;10678;571;148;20;0;101;0;4;12;53;39;22;23;10;18;15;26;0;113;7
817;817;k00200002660;1887;f;6290;336;116;7;0;57;0;2;4;51;29;27;7;20;8;6;5;2;37;11
818;818;k00200002674;1911;m;17741;1633;508;53;3;250;9;33;89;253;170;88;90;68;26;38;50;10;61;20
819;819;k00200001433;1841;m;9013;420;289;11;0;95;12;8;30;75;21;12;8;20;12;19;11;1;3;2
820;820;k00200001355;1909;m;4334;473;262;12;0;59;1;8;26;68;79;5;8;7;0;6;11;0;1;0
821;821;k00200002884;1916;f;6485;559;155;20;1;96;5;12;16;62;69;39;42;29;5;8;11;5;60;15
822;822;k00200002890;1878;m;1982;131;38;5;0;18;1;1;26;18;7;1;3;2;11;2;5;1;10;3
823;823;k00100000212;1903;m;4311;484;111;17;1;81;1;5;61;57;46;44;35;38;3;7;10;2;7;12
824;824;k00200001427;1901;m;5461;617;217;18;2;109;1;11;26;37;55;58;47;40;8;20;14;3;20;3
825;825;k00200001180;1787;m;11825;650;145;22;1;128;4;22;21;85;63;67;65;41;27;28;28;15;20;12
826;826;k00100000038;1822;f;29676;2141;498;37;0;295;1;62;51;202;243;78;225;104;150;67;62;44;137;275
827;827;k00200001619;1895;m;8169;793;215;15;0;151;2;30;68;90;81;11;58;35;43;6;13;12;64;23
828;828;k00200000261;1912;f;8538;478;171;13;3;64;2;13;71;86;35;9;17;8;10;13;29;6;37;6
829;829;k00100000004;1852;m;40581;3728;1196;116;18;711;8;46;234;519;361;173;164;176;81;111;121;7;134;97
830;830;k00200002377;1900;m;28544;1997;535;115;2;439;44;76;183;263;188;79;51;70;118;58;63;28;64;66
831;831;k00200001118;1877;m;18291;1283;365;24;0;315;1;29;17;189;82;45;68;68;37;32;82;23;64;42
832;832;k00200002405;1885;f;9327;824;306;29;1;159;3;21;57;137;95;7;32;32;6;19;33;6;25;13
833;833;k00200002363;1919;m;5101;412;123;8;0;70;3;3;8;45;33;45;57;9;12;4;9;0;13;2
834;834;k00200003055;1920;f;6249;744;205;37;0;115;2;1;38;95;141;35;78;27;7;5;27;0;22;9
835;835;k00100000077;1900;f;8275;685;282;33;3;40;0;16;43;82;94;34;41;43;0;9;41;4;23;12
836;836;k00200002439;1900;f;11155;863;288;22;1;114;0;19;42;97;88;39;65;63;9;18;48;2;46;15
837;837;k00200001656;1880;m;15786;1085;387;21;0;203;10;24;50;182;95;32;46;39;49;27;33;17;32;47
838;838;k00100000088;1795;m;5070;386;125;26;5;38;2;22;22;56;61;32;12;16;10;6;12;1;3;6
839;839;k00200001681;1866;m;7798;110;8;8;0;18;0;0;25;5;46;4;1;2;2;2;2;0;1;0
840;840;k00200001859;1906;m;3236;356;168;2;0;32;1;1;16;47;53;2;6;10;6;16;9;1;26;17
841;841;k00200002388;1830;m;4266;301;70;16;0;70;2;6;28;45;29;4;1;13;10;6;27;2;13;13
842;842;k00200003082;1878;m;17158;1520;532;53;1;236;5;38;53;223;147;64;69;68;48;56;36;16;72;58
843;843;k00100000249;1881;f;6856;588;257;12;1;127;1;27;39;63;59;9;8;20;3;15;20;3;10;9
844;844;k00200000776;1858;m;21207;1623;668;56;0;304;2;22;60;220;141;28;70;70;89;48;86;1;26;44
845;845;k00200000010;1840;m;9385;763;243;40;2;163;7;38;69;122;64;16;19;17;12;27;26;2;20;4
846;846;k00200000038;1878;m;7935;560;206;26;1;100;4;5;45;99;55;6;14;22;12;13;14;0;2;2
847;847;k00100000275;1876;m;8175;379;118;6;0;84;7;9;26;50;29;13;14;11;23;10;9;3;61;17
848;848;k00100000261;1898;m;20786;1802;524;73;2;372;11;19;56;384;192;20;42;71;52;18;104;13;42;92
849;849;k00200001332;1894;m;6224;558;108;12;0;109;0;19;6;70;64;50;43;30;46;16;19;3;28;26
850;850;k00200002808;1908;m;11315;1158;361;29;0;211;1;32;128;168;63;39;84;59;20;41;50;12;34;8
851;851;k00200000789;1850;m;10542;748;239;17;1;187;7;13;32;114;67;9;28;22;48;10;45;1;8;12
852;852;k00200000951;1910;m;10732;635;271;11;1;68;0;4;65;89;82;11;18;29;18;14;37;4;7;39
853;853;k00200001497;1864;m;7348;462;131;11;0;98;5;31;9;38;43;17;21;28;21;16;10;20;31;41
854;854;k00200001508;1856;m;37019;2852;874;80;9;500;19;86;109;571;308;125;68;75;112;92;68;44;240;73
855;855;k00100000329;1903;f;8036;886;296;40;0;181;1;11;18;95;141;59;95;19;8;25;26;2;3;1
856;856;k00200002015;1828;m;17849;1238;541;42;1;154;3;38;58;290;67;44;35;47;31;48;32;8;69;53
857;857;k00100000301;1858;f;6597;486;165;12;0;74;7;31;19;103;42;10;21;26;30;12;11;12;15;13
858;858;k00100000315;1857;m;5619;357;136;10;0;54;3;7;17;61;40;12;5;10;3;17;15;6;19;2
859;859;k00200002997;1914;m;7399;692;208;8;0;192;0;7;15;73;67;55;31;18;28;15;13;0;34;26
860;860;k00200002203;1895;m;6755;676;245;13;0;131;2;6;59;67;64;39;27;13;13;12;16;2;34;14
861;861;k00200003109;1919;m;5567;398;97;1;1;67;0;4;23;74;37;24;23;36;20;5;19;0;20;7
862;862;k00200002217;1789;m;13080;1058;286;35;7;253;7;14;44;138;123;46;27;66;24;18;62;2;15;10
863;863;k00100000103;1878;m;26139;2067;780;51;0;408;4;58;50;339;126;97;85;70;89;65;34;2;31;81
864;864;k00200002559;1891;f;10162;903;278;27;0;172;5;17;32;93;113;32;40;30;12;20;19;1;90;20
865;865;k00100000117;1895;m;3457;285;86;7;0;62;0;5;13;37;53;6;11;7;3;7;19;0;2;7
866;866;k00200001939;1909;m;9209;791;264;13;0;133;3;34;22;108;92;44;28;22;22;25;24;15;58;14
867;867;k00200001938;1914;m;5303;440;132;14;0;75;2;23;23;52;51;10;6;16;20;6;14;14;46;13
868;868;k00100000102;1913;m;10248;688;299;21;2;87;2;16;28;91;80;6;27;10;10;23;23;6;38;7
869;869;k00200000429;1904;m;11376;622;184;20;2;80;1;18;44;103;62;61;26;29;13;16;14;11;33;9
870;870;k00200001737;1902;m;2595;225;85;1;0;34;0;7;4;14;29;10;33;4;5;5;6;1;19;6
871;871;k00200002558;1920;m;8341;571;156;19;0;93;1;4;67;81;69;47;36;20;3;6;27;1;10;12
872;872;k00200001051;1908;m;8443;842;246;56;2;180;14;10;52;102;117;15;36;36;6;17;33;0;16;7
873;873;k00200000373;1915;m;6746;619;265;7;1;79;2;5;13;84;63;23;67;14;26;14;9;0;5;17
874;874;k00200001284;1903;m;7720;511;194;10;0;53;1;19;36;101;25;10;47;27;12;13;4;11;9;22
875;875;k00200002996;1914;m;8328;633;202;13;0;102;2;14;9;82;67;12;40;29;41;8;10;8;44;42
876;876;k00100000300;1846;f;14650;1330;413;43;1;260;1;42;45;195;135;88;91;41;35;49;38;13;15;33
877;877;k00200002772;1909;m;5199;364;116;15;1;100;0;7;21;51;32;4;16;12;17;3;10;3;11;11
878;878;k00200001496;1864;m;6568;366;91;5;0;56;1;46;12;35;29;3;18;26;29;17;16;28;36;34
879;879;k00200000950;1884;m;17188;1092;369;29;0;145;4;46;36;180;123;45;62;44;29;22;36;26;35;7
880;880;k00200002809;1906;m;14308;1588;534;30;0;297;2;42;184;212;145;42;79;58;19;25;70;2;46;14
881;881;k00100000260;1897;m;21459;2088;743;83;3;373;18;50;87;348;178;7;37;76;48;15;113;31;94;105
882;882;k00100000274;1803;f;6062;683;174;13;1;85;0;28;2;46;102;58;137;21;22;29;6;24;24;13
883;883;k00100000248;1871;f;15702;1470;658;19;2;266;0;50;98;192;113;29;58;48;16;51;29;11;7;24
884;884;k00200002389;1912;f;9021;502;233;14;0;90;2;10;29;83;36;19;17;28;2;10;10;5;14;2
885;885;k00200003097;1912;m;5464;358;112;8;0;65;3;30;9;48;35;17;16;17;22;11;18;10;5;11
886;886;k00200002438;1910;f;6438;643;206;10;2;97;1;8;19;85;84;27;46;45;16;17;22;1;42;5
887;887;k00200001657;1860;m;8259;481;156;10;1;91;1;28;19;85;26;16;21;30;19;25;9;20;16;8
888;888;k00100000062;1876;m;26215;1719;623;50;1;280;16;20;71;162;169;113;54;30;97;56;48;11;61;36
889;889;k00200001669;1870;m;7098;534;189;3;0;75;1;14;16;123;32;18;27;32;25;15;23;7;18;26
890;890;k00100000048;1779;m;5768;444;130;3;0;86;0;21;22;79;60;10;14;12;3;21;45;0;0;14
891;891;k00200000563;1899;f;6572;430;133;12;0;79;0;2;8;60;54;23;10;18;4;16;8;1;57;6
892;892;k00200002374;1776;m;19478;1288;318;41;1;295;1;21;20;194;256;77;87;41;43;51;63;8;40;26
893;893;k00200001133;1909;m;3716;384;84;7;0;58;0;3;38;57;49;36;36;24;2;4;7;1;5;15
894;894;k00200003056;1906;m;5483;462;177;6;1;60;1;12;19;73;32;14;22;14;22;16;12;4;32;21
895;895;k00200001872;1913;m;4205;310;90;11;0;52;1;0;4;59;19;28;27;7;19;7;11;0;9;9
896;896;k00200001866;1853;m;6614;466;142;21;0;86;9;15;27;72;23;16;13;28;20;14;5;6;22;29
897;897;k00200003095;1912;m;3516;298;79;12;0;45;4;10;18;27;31;21;12;6;20;17;9;2;11;14
898;898;k00200000013;1824;m;18441;1344;391;34;1;204;13;64;36;222;140;48;46;43;71;28;69;30;142;74
899;899;k00200000775;1860;m;1244;118;45;5;0;19;2;6;8;11;7;0;8;1;7;3;1;0;1;0
900;900;k00200003268;1913;f;5045;395;168;6;0;58;3;13;27;42;39;5;13;3;0;27;16;2;19;2
901;901;k00200002176;1895;m;9609;724;256;25;5;158;3;20;42;61;129;15;22;42;11;12;29;6;12;11
902;902;k00200000991;1920;m;2396;204;77;4;0;33;0;7;19;21;23;5;12;9;10;11;2;0;5;2
903;903;k00100000262;1898;m;20575;1740;597;63;2;326;5;20;70;366;216;23;49;57;55;22;116;8;22;50
904;904;k00200000985;1918;f;19884;1816;785;30;1;214;4;15;48;234;158;145;128;66;27;37;31;8;88;31
905;905;k00100000276;1880;m;4836;272;78;6;0;41;0;8;21;51;12;19;3;12;17;9;9;2;48;6
906;906;k00200003254;1908;f;5492;459;165;3;0;49;1;14;36;78;59;6;26;14;6;15;7;2;45;1
907;907;k00200001325;1910;m;15653;910;262;28;0;178;3;16;35;102;97;79;61;33;19;34;47;7;12;57
908;908;k00100000289;1779;m;5529;447;126;21;0;133;1;29;7;60;43;19;10;33;10;3;15;3;2;5
909;909;k00200000952;1916;m;12035;672;276;7;0;104;1;4;66;97;101;22;21;27;27;17;23;4;16;17
910;910;k00200002016;1835;m;11018;764;306;25;1;122;1;23;25;154;26;17;21;34;17;29;17;11;16;104
911;911;k00100000316;1863;m;15682;1078;438;29;0;195;2;38;32;123;129;28;78;23;39;50;39;11;55;8
912;912;k00200001523;1858;f;12597;1198;422;25;1;201;11;1;25;188;179;44;125;49;16;38;8;0;7;14
913;913;k00100000302;1858;f;6275;540;150;14;2;106;2;25;25;97;62;11;30;11;37;25;13;9;14;5
914;914;k00200002980;1892;m;21036;1700;562;38;0;309;7;28;124;261;137;16;43;148;62;21;78;23;88;62
915;915;k00200000198;1912;m;14874;846;274;28;2;184;1;62;35;97;99;15;44;41;8;17;11;14;34;26
916;916;k00200001286;1903;m;13060;790;222;21;0;121;2;30;95;116;83;9;49;55;19;23;23;18;15;24
917;917;k00100000128;1877;f;17546;1299;361;30;3;213;1;73;56;171;124;138;89;67;35;21;36;27;50;25
918;918;k00200000417;1869;m;8226;559;160;15;1;123;2;13;17;78;42;44;19;45;8;18;36;7;20;9
919;919;k00200002200;1896;m;5682;500;189;15;0;97;5;12;34;58;41;14;21;14;16;7;22;3;8;11
920;920;k00100000114;1892;m;9194;804;272;30;1;183;4;21;19;137;77;40;28;29;16;31;15;1;8;8
921;921;k00200001047;1856;m;11061;747;186;27;0;161;5;37;32;119;57;58;39;27;38;23;31;24;21;15
922;922;k00200001053;1830;m;5728;623;150;14;2;160;4;4;24;85;105;37;12;12;15;20;13;0;24;5
923;923;k00200003122;1904;f;3839;344;86;4;0;44;0;4;8;44;65;23;28;9;17;9;10;0;27;14
924;924;k00200001735;1791;f;9178;756;292;18;0;105;0;11;13;86;104;73;39;14;6;15;30;6;28;43
925;925;k00200002598;1910;m;3906;225;80;5;1;25;0;10;11;27;20;2;15;20;11;8;5;8;7;18
926;926;k00200001907;1918;m;17504;1645;401;63;1;262;0;18;84;181;186;75;245;90;46;38;58;12;81;18
927;927;k00100000115;1892;m;6635;575;193;19;0;131;1;8;19;98;64;24;21;28;16;15;13;1;3;9
928;928;k00200002567;1896;f;10666;958;263;22;0;201;3;22;36;132;110;30;64;38;4;25;26;3;67;20
929;929;k00200002201;1909;m;6924;570;174;18;0;120;0;6;23;89;77;8;26;25;19;12;24;3;12;9
930;930;k00100000129;1879;f;4499;313;91;2;0;44;0;14;10;38;34;40;16;12;2;11;17;2;12;5
931;931;k00200002215;1899;m;6569;539;195;19;3;122;1;8;25;59;35;3;34;14;17;9;30;4;18;5
932;932;k00200001293;1907;m;13727;1161;360;38;0;178;10;54;165;181;82;35;68;66;13;28;31;30;15;24
933;933;k00200001287;1908;m;12383;974;362;27;5;141;3;40;55;139;72;29;60;47;20;48;17;23;18;6
934;934;k00200000199;1796;m;14800;907;336;24;4;157;4;41;31;87;116;17;46;34;16;26;39;11;64;35
935;935;k00200000628;1907;m;13832;144;4;16;0;5;0;1;2;65;70;0;0;2;0;0;1;0;0;0
936;936;k00100000303;1858;f;6286;487;120;11;0;108;1;30;31;72;46;16;23;13;34;16;8;7;10;5
937;937;k00200002759;1909;f;13617;1197;336;29;2;287;2;25;69;154;169;50;79;50;20;34;16;3;23;19
938;938;k00200002995;1914;m;7644;652;221;16;0;137;2;13;22;78;57;46;28;19;23;13;13;2;42;24
939;939;k00200001522;1858;f;9113;756;253;17;1;141;5;1;36;128;127;45;71;37;11;20;5;0;5;7
940;940;k00100000317;1863;m;13888;952;302;27;4;181;1;29;44;126;89;44;59;27;28;24;20;13;97;8
941;941;k00200001278;1905;m;14371;952;305;28;0;162;2;37;128;148;67;25;45;27;13;30;19;21;15;27
942;942;k00200002771;1791;m;21327;1670;630;27;1;194;1;60;4;199;119;123;144;81;82;99;12;21;77;92
943;943;k00200003309;1918;m;3675;128;43;1;0;18;0;0;0;10;0;9;30;0;10;1;0;0;14;0
944;944;k00200003296;1916;m;4445;301;100;8;1;42;2;5;43;52;25;3;1;12;6;9;12;3;19;1
945;945;k00200002836;1890;m;15884;1532;444;29;3;292;6;70;72;120;189;110;53;70;57;20;48;58;92;58
946;946;k00200001495;1889;m;13977;819;268;10;0;118;5;56;55;118;42;17;40;39;45;39;31;40;39;57
947;947;k00100000288;1790;m;1779;99;21;0;0;11;0;8;1;17;11;2;9;3;6;6;2;3;13;2
948;948;k00200003255;1914;f;9274;632;243;12;0;69;2;35;12;65;93;7;43;19;9;20;29;8;49;10
949;949;k00100000277;1887;m;4815;285;83;10;0;48;0;15;26;30;21;16;10;12;4;10;13;5;39;4
950;950;k00200001330;1883;m;5195;456;136;8;0;66;1;8;6;55;47;30;41;16;25;16;9;1;42;23
951;951;k00100000263;1898;m;19005;1807;597;72;1;357;25;23;83;322;210;23;54;66;52;20;94;9;31;38
952;952;k00200000760;1899;m;3515;229;86;9;0;30;2;1;25;34;12;7;7;9;2;7;6;1;17;6
953;953;k00200002177;1904;m;7094;404;132;11;2;59;4;15;10;50;25;34;18;25;29;5;14;13;36;8
954;954;k00200003269;1915;f;5373;338;146;10;0;51;2;4;23;32;37;3;3;12;7;19;11;1;26;4
955;955;k00200000012;1840;m;10814;939;278;59;1;205;23;22;79;142;83;23;16;21;9;37;36;2;8;3
956;956;k00200000238;1888;f;5540;485;144;15;2;102;6;28;24;57;46;21;20;20;5;14;10;1;27;10
957;957;k00200001126;1916;m;7849;604;193;17;0;185;4;5;41;73;76;20;8;29;3;8;12;1;4;12
958;958;k00200003043;1897;m;18916;1713;570;40;1;296;4;47;146;228;154;40;83;122;65;17;78;16;102;17
959;959;k00100000049;1779;m;7040;440;149;4;0;59;0;38;11;76;41;18;15;26;5;18;24;3;0;22
960;960;k00200002361;1897;m;9342;789;249;24;5;131;1;23;9;86;109;63;30;40;28;28;32;10;9;7
961;961;k00200001136;1887;m;13441;1283;279;23;0;217;2;42;143;146;132;91;63;73;11;22;37;15;114;44
962;962;k00200001888;1912;m;8060;746;195;13;2;206;4;3;15;71;93;31;28;39;10;15;29;3;55;5
963;963;k00200002359;1913;m;6181;743;212;26;1;138;0;0;32;73;126;43;49;44;7;30;19;0;5;6
964;964;k00100000071;1896;f;8938;846;197;30;1;160;1;9;44;96;114;133;57;35;9;21;36;0;26;12
965;965;k00200002365;1918;m;6136;422;111;10;0;92;1;0;5;46;43;73;28;10;8;5;13;0;8;0
966;966;k00200000572;1913;f;11453;816;285;16;0;144;0;14;9;89;79;68;47;33;12;22;17;8;107;17
967;967;k00100000059;1889;m;10951;909;221;31;0;172;2;16;33;69;95;60;105;73;31;41;17;5;17;35
968;968;k00200000566;1897;f;7286;479;160;8;0;71;2;5;10;43;48;48;20;43;12;20;16;3;37;14
969;969;k00200002371;1890;f;12632;1013;317;32;0;245;2;27;51;129;68;27;39;32;16;32;61;8;56;31
970;970;k00200000599;1908;m;8990;820;291;20;1;162;0;28;64;91;114;8;43;27;11;11;30;1;5;4
971;971;k00100000267;1904;m;22697;2065;696;50;3;357;14;26;84;372;238;67;71;95;49;38;95;16;20;74
972;972;k00100000273;1794;f;2053;207;72;1;0;24;0;12;3;8;16;15;36;11;5;13;2;12;0;0
973;973;k00200003251;1916;f;8917;660;223;14;2;106;5;25;18;62;93;7;35;38;7;26;22;9;57;8
974;974;k00200000770;1889;m;6565;389;110;11;1;77;1;7;26;56;36;6;19;29;19;5;30;2;7;8
975;975;k00200000016;1842;m;29637;2539;808;137;4;475;32;54;248;374;194;76;31;61;59;82;76;4;91;13
976;976;k00200000002;1903;m;6428;390;92;8;0;98;0;20;29;30;22;17;28;29;19;8;14;13;28;7
977;977;k00200002198;1897;m;6006;529;193;13;0;99;2;18;23;68;41;19;36;12;23;9;8;5;25;3
978;978;k00200002826;1890;f;21565;1799;457;64;4;330;6;27;81;200;186;109;132;113;43;44;93;22;102;16
979;979;k00100000298;1802;m;5964;362;137;5;1;56;2;7;3;79;33;9;38;9;5;11;7;3;17;25
980;980;k00100000313;1895;m;15101;1217;416;35;1;197;2;48;144;130;93;23;40;88;43;13;54;14;98;13
981;981;k00200001240;1843;m;26823;2190;906;61;2;381;8;84;70;266;201;24;104;75;76;68;50;25;129;58
982;982;k00200002991;1859;f;6428;607;160;11;0;122;0;8;24;83;46;64;36;34;15;30;5;2;20;10
983;983;k00200001254;1795;m;39454;4056;1148;140;8;605;21;46;70;447;522;660;287;90;32;120;90;10;60;100
984;984;k00100000307;1781;m;8355;609;172;77;1;159;2;9;0;72;50;11;9;29;9;18;52;4;0;1
